Cases,location,long,lat,Traffic,PctBeds,Distancing,SocialDist,PctVentila,AgeDistrib,Vaccines,Population,Area,PctCases,temp
1938,Kansas_Atchison,-95.3087,39.5319,17.500988,0.61,5,1,0.14,0.551736,0.652,16015,1123,121.0115517,23.450006
405,Kansas_Barber,-98.6846,37.2289,27.167302,0.59,3,0,0,0.645894,0.623,4358,2942,92.93253786,24.899988
2871,Kansas_Barton,-98.7564,38.4789,82.733536,0.49,4,1,0,0.583792,0.661,25658,2333,111.8949256,23.950006
2046,Kansas_Bourbon,-94.8487,37.8551,52.48279,0.6738,5,1,0.0775,0.603727,0.703,14435,1655,141.7388292,23.000024
1369,Kansas_Brown,-95.5642,39.8265,25.929217,0.54,4,1,0,0.603727,0.521,9482,1482,144.378823,24.050012
8797,Kansas_Butler,-96.8388,37.7813,72.340254,0.59,5,1,0.21,0.49651,0.631,66992,3747,131.3141868,23.199976
297,Kansas_Chase,-96.5956,38.3029,18.413922,0.4262,2,0,0.075,0.679044,0.632,2586,2014,114.8491879,22.85
334,Kansas_Chautauqua,-96.2454,37.1499,23.438994,0.17,3,0,0.1675,0.715286,0.66,3230,1670,103.4055728,24.025018
3248,Kansas_Cherokee,-94.8463,37.1693,81.740977,0.38,4,1,0,0.587865,0.642,19681,1530,165.0322646,23.010004
383,Kansas_Cheyenne,-101.7318,39.7858,14.246631,0.21,3,0,0.1,0.719578,0.626,2600,2643,147.3076923,22.909998
269,Kansas_Clark,-99.8188,37.2358,80.008974,0.45,3,0,0,0.644157,0.612,1963,2532,137.0351503,25.199976
924,Kansas_Clay,-97.1652,39.3495,46.624033,0.37,4,1,0,0.667774,0.541,8025,1698,115.1401869,23.199976
1109,Kansas_Cloud,-97.6493,39.4803,27.447059,0.25,4,1,0,0.631762,0.626,8642,1860,128.3267762,23.500024
851,Kansas_Coffey,-95.7338,38.2365,40.931345,0.39,4,1,0,0.629957,0.592,8158,1694,104.314783,23.199976
195,Kansas_Comanche,-99.2711,37.1911,12.260477,0.12,3,0,0,0.712397,0.619,1690,2046,115.3846154,25.683313
4554,Kansas_Cowley,-96.8378,37.2378,58.574056,0.6,5,1,0.03,0.571298,0.622,34628,2933,131.5120712,23.709985
6092,Kansas_Crawford,-94.8525,37.5068,31.922421,0.55,5,1,0.29,0.511724,0.616,38730,1541,157.2940873,22.916681
287,Kansas_Decatur,-100.4594,39.7847,37.552346,0.37,3,0,0,0.740327,0.672,2776,2316,103.3861671,23.416681
2183,Kansas_Dickinson,-97.1553,38.866,15.00122,0.45,4,1,0,0.597858,0.573,18266,2207,119.511661,23.950006
1235,Kansas_Doniphan,-95.1406,39.7907,39.769281,0.6562,3,1,0.1038,0.591894,0.641,7496,1031,164.7545358,23.199976
10260,Kansas_Douglas,-95.2925,38.885,215.16247,0.65,5,1,0.5,0.40616,0.486,122530,1229,83.73459561,23.050012
282,Kansas_Edwards,-99.3126,37.8874,64.996664,0.05,3,0,0,0.618941,0.617,2750,1611,102.5454545,24.35
212,Kansas_Elk,-96.2437,37.4534,8.804954,0.5575,3,0,0.1559,0.752243,0.732,2507,1685,84.56322298,23.249994
3976,Kansas_Ellis,-99.3175,38.9146,64.308018,0.74,5,1,0.18,0.506722,0.61,28671,2332,138.6767117,24.000024
1275,Kansas_Ellsworth,-98.2046,38.6968,20.410542,0.4,4,1,0,0.631762,0.543,6034,1873,211.3026185,23.500024
6239,Kansas_Finney,-100.7382,38.0434,22.587061,0.63,5,1,0.33,0.367991,0.694,35917,3374,173.7060445,24.450006
6271,Kansas_Ford,-99.8883,37.692,25.621065,0.7,5,1,0.38,0.378794,0.679,33094,2846,189.4905421,24.916681
3078,Kansas_Franklin,-95.2864,38.5644,26.764232,0.35,5,1,0.79,0.535777,0.6,25703,1495,119.7525581,22.35
4183,Kansas_Geary,-96.7577,38.9987,67.756815,0.47,5,1,0.31,0.272759,0.498,32218,1048,129.8342541,23.950006
396,Kansas_Gove,-100.4829,38.9159,12.589138,0.22,3,0,0,0.726623,0.594,2621,2775,151.0873712,24.050012
283,Kansas_Graham,-99.8833,39.3499,58.546314,0.34,3,0,0,0.728016,0.371,2389,2328,118.4596065,23.749994
1036,Kansas_Grant,-101.308,37.5623,3.821705,0.08,4,1,0,0.425442,0.647,7077,1490,146.3897132,24.450006
669,Kansas_Gray,-100.4369,37.7384,48.634273,0.5775,3,0,0.0963,0.504195,0.656,5954,2251,112.3614377,24.649988
120,Kansas_Greeley,-101.8061,38.4808,42.1838,0.26,3,0,0,0.622649,0.58,1196,2016,100.3344482,23.950006
773,Kansas_Greenwood,-96.2325,37.8774,18.453457,0.4,3,0,0,0.697605,0.59,5868,2985,131.7314247,23.199976
219,Kansas_Hamilton,-101.7921,37.9998,78.961899,0.89,3,0,0,0.440781,0.701,2425,2584,90.30927835,23.749994
670,Kansas_Harper,-98.0758,37.1918,25.059896,0.24,4,1,0,0.651059,0.625,5336,2079,125.5622189,24.699976
4060,Kansas_Harvey,-97.4275,38.0429,39.200161,0.51,5,1,0.47,0.59588,0.634,34291,1400,118.3984136,23.749994
466,Kansas_Haskell,-100.8711,37.562,32.340382,0.35,3,0,0,0.486011,0.713,3923,1497,118.7866429,24.35
222,Kansas_Hodgeman,-99.8983,38.0878,36.892074,0.73,3,0,0,0.669405,0.625,1779,2228,124.7892074,24.399988
1654,Kansas_Jackson,-95.7936,39.4167,33.364138,0.52,4,1,0,0.591894,0.481,13171,1704,125.5789234,24.050012
2046,Kansas_Jefferson,-95.3829,39.2348,28.385632,0.12,4,1,0.1905,0.583792,0.561,19032,1442,107.5031526,23.649988
221,Kansas_Jewell,-98.2182,39.7847,18.16234,0.83,3,0,0,0.758703,0.615,2833,2368,78.00917755,23.149988
68446,Kansas_Johnson,-94.8225,38.8855,248.479605,0.69,5,1,0.2,0.475208,0.395,607220,1243,112.7202661,23.199976
624,Kansas_Kearny,-101.3217,38.0002,76.134056,0.26,3,0,0,0.49651,0.607,3745,2255,166.6221629,24.450006
872,Kansas_Kingman,-98.1364,37.5591,80.261303,0.19,4,1,0.1088,0.647624,0.625,6974,2245,125.0358474,23.950006
266,Kansas_Kiowa,-99.2857,37.5585,52.866143,0.55,3,0,0.0475,0.635346,0.608,2456,1872,108.3061889,24.85
3259,Kansas_Labette,-95.2985,37.1911,46.303939,0.57,4,1,0.26,0.581739,0.607,19586,1692,166.3943633,23.450006
139,Kansas_Lane,-100.4661,38.4812,32.753058,0.62,3,0,0.0533,0.597858,0.65,1518,1858,91.56785244,24.550012
8894,Kansas_Leavenworth,-95.0362,39.2018,77.944258,0.69,5,1,0,0.472457,0.517,82246,1214,108.1389976,24.183313
286,Kansas_Lincoln,-98.2076,39.0455,18.047215,0.24,3,0,0.0462,0.669405,0.63,2986,1866,95.7803081,23.950006
1095,Kansas_Linn,-94.8425,38.2127,9.790915,0.6517,4,1,0.1509,0.652764,0.714,9654,1570,113.4244873,23.249994
320,Kansas_Logan,-101.1485,38.9174,17.486359,0.21,4,1,0,0.635346,0.612,2732,2779,117.1303075,23.149988
4731,Kansas_Lyon,-96.1528,38.4558,113.516311,0.59,5,1,0.08,0.499089,0.546,33045,2216,143.1684067,22.450006
1199,Kansas_Marion,-97.0985,38.3586,8.494894,0.33,4,1,0,0.667774,0.609,11652,2470,102.9007896,23.749994
1289,Kansas_Marshall,-96.5228,39.7836,65.202901,0.5,4,1,0,0.642411,0.48,9652,2344,133.5474513,23.483331
3630,Kansas_McPherson,-97.6477,38.3918,25.377067,0.39,5,1,0,0.603727,0.562,28448,2332,127.6012373,23.983331
540,Kansas_Meade,-100.3648,37.2386,80.279451,0.29,3,0,0,0.57341,0.689,4029,2537,134.0282949,25.249994
3299,Kansas_Miami,-94.8383,38.5638,19.858118,0.52,5,1,0,0.551736,0.612,34334,1529,96.0855129,22.925012
597,Kansas_Mitchell,-98.2091,39.3933,36.261451,0.48,4,1,0,0.674256,0.553,5879,1863,101.5478823,23.716669
4315,Kansas_Montgomery,-95.7433,37.1924,55.282029,0.7,5,1,0.17,0.603727,0.651,31502,1687,136.9754301,23.35
684,Kansas_Morris,-96.6513,38.6883,29.988628,0.19,4,1,0,0.686891,0.541,5559,1820,123.0437129,23.149988
282,Kansas_Morton,-101.7993,37.1914,16.912087,0.21,3,0,0,0.585834,0.69,2538,1890,111.1111111,25.249994
1685,Kansas_Nemaha,-96.0139,39.7835,17.451866,0.41,3,1,0,0.611412,0.566,10121,1863,166.4855251,23.699976
2208,Kansas_Neosho,-95.3067,37.5586,27.699975,0.74,5,1,0,0.599824,0.804,15929,1496,138.6151045,23.149988
407,Kansas_Ness,-99.9155,38.4797,52.936999,0.57,3,0,0,0.696093,0.593,2768,2785,147.0375723,24.000024
1285,Kansas_Norton,-99.9029,39.7844,67.753273,0.14,4,1,0,0.617073,0.576,5328,2282,241.1786787,23.716669
1538,Kansas_Osage,-95.7271,38.6524,40.90929,0.4638,4,1,0.2351,0.601781,0.597,15770,1864,97.5269499,22.649988
307,Kansas_Osborne,-98.7675,39.3503,19.518931,0.21,3,0,0.0383,0.69152,0.652,3439,2316,89.27013667,23.950006
627,Kansas_Ottawa,-97.6502,39.1324,4.988264,0.74,3,0,0.042,0.605663,0.672,5712,1868,109.7689076,23.450006
1204,Kansas_Pawnee,-99.2369,38.1811,48.070943,0.46,4,1,0,0.644157,0.563,6366,1955,189.1297518,24.199976
742,Kansas_Phillips,-99.3467,39.7847,48.129034,0.33,4,1,0,0.657835,0.638,5181,2317,143.2155954,23.749994
2407,Kansas_Pottawatomie,-96.3456,39.3793,54.851324,0.31,5,1,0,0.480649,0.683,24722,2232,97.36267292,23.149988
949,Kansas_Pratt,-98.7392,37.6478,78.485206,0.43,4,1,0,0.585834,0.61,9127,1906,103.9772105,24.35
337,Kansas_Rawlins,-101.0762,39.7853,22.135122,0.16,3,0,0,0.722412,0.656,2511,2771,134.2094783,23.149988
9351,Kansas_Reno,-98.0861,37.9523,22.132198,0.34,5,1,0.18,0.59588,0.596,61793,3295,151.3278203,24.450006
706,Kansas_Republic,-97.6504,39.828,23.930374,0.4462,4,1,0.0053,0.734906,0.573,4536,1866,155.643739,23.249994
1147,Kansas_Rice,-98.1999,38.3462,70.583659,0.19,4,1,0.0781,0.581739,0.647,9362,1886,122.5165563,23.450006
7027,Kansas_Riley,-96.7342,39.2894,79.353296,0.57,5,1,0.17,0.3044,0.681,73202,1611,95.99464496,23.550012
673,Kansas_Rooks,-99.3248,39.3502,71.156404,0.24,3,0,0,0.645894,0.613,4827,2319,139.4240729,24.050012
459,Kansas_Rush,-99.3086,38.5228,44.86031,0.81,3,0,0.0325,0.68844,0.588,2947,1859,155.7516118,24.050012
919,Kansas_Russell,-98.7625,38.9146,28.403649,0.31,4,1,0.08,0.689984,0.663,6804,2329,135.0676073,23.450006
7155,Kansas_Saline,-97.6519,38.7837,140.931448,0.54,5,1,0.29,0.549497,0.605,53926,1868,132.6818232,23.899988
640,Kansas_Scott,-100.9067,38.4822,175.209387,0.39,4,1,0,0.5427,0.644,4790,1859,133.611691,24.749994
65132,Kansas_Sedgwick,-97.4608,37.6843,181.289261,0.6,5,1,0.22,0.475208,0.607,519907,2613,125.2762513,23.950006
4099,Kansas_Seward,-100.8507,37.1932,21.743869,0.85,5,1,0.06,0.353081,0.664,21038,1658,194.8379123,25.149988
21188,Kansas_Shawnee,-95.7557,39.041,200.593855,0.78,5,1,0.32,0.560557,0.508,175999,1439,120.3870477,24.216669
451,Kansas_Sheridan,-100.4418,39.3502,45.650976,0.19,3,0,0,0.666136,0.704,2520,2321,178.968254,23.050012
698,Kansas_Sherman,-101.7198,39.3515,18.945699,0.25,4,1,0,0.593893,0.656,5777,2736,120.8239571,22.450006
289,Kansas_Smith,-98.7857,39.7852,20.294779,0.48,3,0,0,0.736268,0.617,3544,2323,81.5462754,23.550012
394,Kansas_Stafford,-98.7176,38.031,14.288131,0.58,3,0,0,0.629957,0.641,4046,2059,97.38012852,24.450006
228,Kansas_Stanton,-101.7844,37.563,12.948267,0.19,3,0,0,0.57341,0.608,1969,1762,115.7948197,25.199976
628,Kansas_Stevens,-101.3119,37.1923,67.978475,0.29,4,1,0,0.472457,0.757,5388,1885,116.5553081,25.35
2490,Kansas_Sumner,-97.4772,37.2368,20.433251,0.21,5,1,0,0.579674,0.665,22578,3069,110.2843476,23.699976
1184,Kansas_Thomas,-101.0554,39.3511,5.239497,0.37,4,1,0,0.533441,0.658,7702,2784,153.7263049,22.649988
427,Kansas_Trego,-99.8728,38.9147,14.872578,0.17,4,1,0,0.689984,0.68,2758,2330,154.822335,23.899988
820,Kansas_Wabaunsee,-96.2035,38.9547,15.27669,0.4867,3,1,0.1394,0.59588,0.621,6906,2071,118.7373299,24.699976
201,Kansas_Wallace,-101.7639,38.9169,35.643059,0.345,3,0,0.0125,0.649345,0.694,1536,2367,130.859375,22.749994
608,Kansas_Washington,-97.0875,39.7842,10.311364,0.17,3,0,0,0.689984,0.574,5427,2327,112.0324304,23.35
239,Kansas_Wichita,-101.3472,38.4818,84.020103,0.26,3,0,0,0.642411,0.606,2074,1861,115.2362584,24.516687
1226,Kansas_Wilson,-95.7432,37.5594,15.385291,0.6,4,1,0,0.629957,0.655,8362,1490,146.6156422,23.500024
278,Kansas_Woodson,-95.7401,37.8865,34.744932,0.5897,3,0,0.0407,0.675859,0.664,3015,1308,92.20563847,23.749994
24726,Kansas_Wyandotte,-94.7638,39.1173,239.57103,0.77,5,1,0.42,0.419125,0.582,165265,404,149.6142559,23.921442
2326,Kentucky_Adair,-85.2813,37.1046,47.198974,0.26,4,1,0,0.571298,0.701,19555,1068,118.946561,23.399988
2690,Kentucky_Allen,-86.1946,36.752,8.345136,0.62,5,1,0,0.558371,0.668,21303,912,126.2732948,23.699976
2174,Kentucky_Anderson,-84.9917,38.0067,50.285793,0.67,5,1,0.2238,0.511724,0.51,22833,529,95.2130688,23.516687
507,Kentucky_Ballard,-88.9943,37.0584,51.428721,0.6216,3,1,0.1648,0.618941,0.734,7769,709,65.25936414,23.699976
5563,Kentucky_Barren,-85.9334,36.9647,19.215953,0.47,5,1,0.44,0.558371,0.64,44300,1295,125.5756208,23.909998
1211,Kentucky_Bath,-83.7459,38.1474,10.279985,0.67,4,1,0.1888,0.538099,0.581,12481,735,97.02748177,22.450006
4039,Kentucky_Bell,-83.6777,36.7336,62.702966,0.84,5,1,0.02,0.581739,0.646,25482,935,158.5040421,22.35
16082,Kentucky_Boone,-84.7262,38.9707,240.134127,0.89,5,1,0.24,0.443774,0.448,135396,664,118.7775119,22.475
2151,Kentucky_Bourbon,-84.2183,38.2055,67.87978,0.61,5,1,0.07,0.583792,0.54,19901,755,108.0850209,22.450006
6113,Kentucky_Boyd,-82.6865,38.3618,126.614542,0.89,5,1,0.16,0.589885,0.651,46516,420,131.4171468,22.899988
4050,Kentucky_Boyle,-84.8634,37.6268,44.165906,0.58,5,1,0.35,0.583792,0.508,30367,474,133.3684592,23.450006
807,Kentucky_Bracken,-84.0853,38.6916,5.033759,0.7238,3,1,0.16,0.528723,0.625,8286,541,97.39319334,22.550012
1274,Kentucky_Breathitt,-83.3196,37.5233,24.950983,0.8,4,1,0.17,0.528723,0.639,12550,1283,101.5139442,23.174982
1825,Kentucky_Breckinridge,-86.4289,37.7738,17.953065,0.61,4,1,0,0.593893,0.665,20537,1517,88.86400156,23.899988
8876,Kentucky_Bullitt,-85.6896,37.9716,79.957135,0.685,5,1,0.23,0.506722,0.615,82182,778,108.0041858,23.749994
1711,Kentucky_Butler,-86.6875,37.2095,5.914453,0.625,4,1,0.135,0.57341,0.636,12703,1118,134.6925923,23.749994
1714,Kentucky_Caldwell,-87.8695,37.1475,8.684897,0.59,5,1,0,0.626321,0.606,12687,901,135.0989202,24.183313
4217,Kentucky_Calloway,-88.2732,36.6209,67.770139,0.64,5,1,0.2,0.549497,0.625,39300,1064,107.302799,23.916681
9638,Kentucky_Campbell,-84.3788,38.9438,378.274448,0.77,5,1,0.28,0.509231,0.452,94020,414,102.5101042,22.950006
549,Kentucky_Carlisle,-88.9669,36.8537,16.900012,0.5293,3,1,0.2305,0.628144,0.702,4692,515,117.0076726,24.500024
1292,Kentucky_Carroll,-85.126,38.666,21.026065,0.48,5,1,0.1686,0.511724,0.609,10730,356,120.4100652,23.550012
3114,Kentucky_Carter,-83.0509,38.3169,19.063975,0.745,5,1,0.2337,0.57551,0.665,26542,1067,117.3234873,22.399988
1891,Kentucky_Casey,-84.9273,37.3253,16.126706,0.93,4,1,0.14,0.615195,0.734,16066,1154,117.7019793,23.483331
7871,Kentucky_Christian,-87.4906,36.8927,81.356624,0.62,5,1,0.42,0.419125,0.745,71478,1875,110.1177985,24.500024
3737,Kentucky_Clark,-84.1462,37.9689,93.941293,0.67,5,1,0.32,0.56273,0.535,36463,661,102.487453,22.450006
3942,Kentucky_Clay,-83.7126,37.1645,18.915634,0.65,4,1,0.14,0.493913,0.68,19631,1220,200.8048495,23.416681
1558,Kentucky_Clinton,-85.1338,36.7258,6.525989,0.72,4,1,0,0.59588,0.72,10110,532,154.1048467,23.516687
826,Kentucky_Crittenden,-88.0883,37.3584,39.058424,0.46,3,1,0,0.618941,0.705,8847,961,93.36498248,23.950006
788,Kentucky_Cumberland,-85.3905,36.7893,21.516122,0.61,3,1,0,0.638895,0.676,6523,805,120.8033114,23.483331
13314,Kentucky_Daviess,-87.0902,37.7303,178.80295,0.55,5,1,0.55,0.54498,0.56,101978,1235,130.5575712,23.950006
1069,Kentucky_Edmonson,-86.2396,37.2122,11.763955,0.6431,3,1,0.1994,0.613308,0.693,12235,797,87.3722926,23.450006
1113,Kentucky_Elliott,-83.0977,38.1162,15.770917,0.7406,3,1,0.2803,0.587865,0.741,7372,610,150.9766685,22.149988
1457,Kentucky_Estill,-83.9596,37.6924,23.234062,0.62,4,1,0.14,0.583792,0.611,14109,662,103.267418,23.399988
41671,Kentucky_Fayette,-84.4558,38.0368,481.344122,0.77,5,1,0.48,0.446744,0.411,324735,740,128.3230942,22.149988
1558,Kentucky_Fleming,-83.6966,38.3676,7.284991,1,4,1,0,0.558371,0.623,14603,910,106.6904061,22.450006
4802,Kentucky_Floyd,-82.7475,37.5621,47.382166,0.87,5,1,0.29,0.560557,0.579,34974,1025,137.3019958,24.199976
5089,Kentucky_Franklin,-84.8796,38.2379,174.353279,0.67,5,1,0.45,0.553961,0.361,51118,549,99.55397316,22.950006
587,Kentucky_Fulton,-89.2014,36.5524,21.462761,0.4889,4,1,0.2619,0.615195,0.571,5952,597,98.62231183,24.550012
895,Kentucky_Gallatin,-84.8558,38.754,50.958632,0.7334,5,1,0.176,0.469686,0.674,8779,271,101.94783,22.883325
1861,Kentucky_Garrard,-84.5329,37.6389,40.195642,0.7475,5,1,0.1912,0.567039,0.611,17719,606,105.0285005,23.649988
2963,Kentucky_Grant,-84.6242,38.6496,88.051614,0.57,5,1,0,0.466894,0.599,25387,675,116.7132784,23.249994
5450,Kentucky_Graves,-88.6514,36.7229,29.283491,0.92,5,1,0.46,0.577598,0.664,36818,1442,148.0254223,24.500024
2886,Kentucky_Grayson,-86.3425,37.4623,10.326304,0.73,5,1,0.12,0.553961,0.618,26480,1324,108.9879154,23.199976
1530,Kentucky_Green,-85.5541,37.2648,17.458481,0.89,4,1,0.36,0.615195,0.664,10995,748,139.154161,23.416681
4465,Kentucky_Greenup,-82.9216,38.5433,79.048454,0.7445,5,1,0.2067,0.6208,0.654,34865,918,128.0653951,23.374994
1061,Kentucky_Hancock,-86.7828,37.8377,16.765731,0.4706,4,1,0.13,0.549497,0.522,8742,515,121.368108,23.450006
12710,Kentucky_Hardin,-85.9632,37.6976,106.043718,0.6,5,1,0.54,0.464082,0.514,111309,1632,114.1866336,23.683313
3482,Kentucky_Harlan,-83.219,36.857,34.348404,0.7,5,1,0.14,0.564891,0.661,25566,1213,136.196511,22.374994
2151,Kentucky_Harrison,-84.3287,38.4419,4.081043,0.52,5,1,0.04,0.571298,0.611,18920,803,113.6892178,22.699976
2552,Kentucky_Hart,-85.8846,37.2994,12.083471,0.51,5,1,0,0.5427,0.728,19013,1082,134.223952,23.183313
6249,Kentucky_Henderson,-87.5739,37.7934,193.230848,0.68,5,1,0.39,0.553961,0.609,44740,1206,139.6736701,24.450006
1805,Kentucky_Henry,-85.1159,38.4494,33.973769,0.644,5,1,0.2167,0.54498,0.549,16067,754,112.3420676,22.950006
433,Kentucky_Hickman,-88.9788,36.6795,20.744001,0.5571,3,1,0.2644,0.685335,0.714,4364,655,99.22089826,24.500024
5906,Kentucky_Hopkins,-87.5467,37.3094,30.981283,0.53,5,1,0.56,0.567039,0.593,44662,1436,132.2376965,24.399988
1837,Kentucky_Jackson,-83.9983,37.4187,8.339641,0.6534,3,1,0.2477,0.540407,0.745,13340,898,137.7061469,22.916681
94344,Kentucky_Jefferson,-85.6593,38.1866,697.754055,0.85,5,1,0.45,0.519104,0.451,767452,1030,122.9314667,23.699976
5713,Kentucky_Jessamine,-84.5825,37.8712,73.627548,0.7734,5,1,0.2439,0.49651,0.542,54057,452,105.6847402,22.950006
2650,Kentucky_Johnson,-82.8264,37.8511,13.717208,0.9,5,1,0.71,0.56273,0.644,22002,684,120.443596,23.450006
18591,Kentucky_Kenton,-84.5324,38.9395,583.243309,0.89,5,1,0.24,0.475208,0.472,167949,425,110.6943179,22.950006
1541,Kentucky_Knott,-82.9498,37.3539,8.13122,0.7788,4,1,0.27,0.556173,0.638,14512,914,106.1879824,23.450006
4785,Kentucky_Knox,-83.854,36.8923,66.372483,0.55,5,1,0.35,0.558371,0.724,31022,1004,154.2453743,23.183313
1758,Kentucky_Larue,-85.7014,37.5457,33.676006,0.6106,4,1,0.2,0.564891,0.642,14431,683,121.8210796,23.416681
10044,Kentucky_Laurel,-84.1132,37.1098,85.867408,0.83,5,1,0.42,0.528723,0.687,61238,1149,164.0158072,23.149988
1762,Kentucky_Lawrence,-82.7288,38.0714,22.27699,0.7,4,1,0.31,0.556173,0.663,15436,1088,114.1487432,22.85
1425,Kentucky_Lee,-83.7151,37.5965,17.978098,0.6504,3,1,0.1521,0.564891,0.621,7268,547,196.0649422,23.183313
1269,Kentucky_Leslie,-83.38,37.0925,7.197756,0.81,3,0,0,0.553961,0.623,9637,1047,131.6799834,23.469995
2574,Kentucky_Letcher,-82.8535,37.1231,45.410208,0.7,5,1,0.2,0.577598,0.593,21213,878,121.3406873,22.899988
1736,Kentucky_Lewis,-83.3774,38.5318,15.835888,0.725,4,1,0.2388,0.57341,0.743,13262,1283,130.9003167,22.749994
2988,Kentucky_Lincoln,-84.6565,37.4548,39.624785,0.96,5,1,0.14,0.567039,0.677,24466,871,122.1286684,23.516687
1057,Kentucky_Livingston,-88.348,37.2114,7.594367,0.54,4,1,0,0.626321,0.618,9041,886,116.911846,23.216669
3773,Kentucky_Logan,-86.8776,36.8595,18.313279,0.32,5,1,0,0.57551,0.598,27416,1443,137.6203677,23.950006
1687,Kentucky_Lyon,-88.0789,37.0208,50.197579,0.4762,5,1,0.0775,0.697605,0.512,8133,665,207.4265339,24.378564
11253,Kentucky_Madison,-84.2722,37.7166,236.089174,0.71,5,1,0.32,0.461248,0.592,94265,1148,119.3762266,22.916681
1422,Kentucky_Magoffin,-83.0658,37.7082,18.853513,0.7612,4,1,0.3113,0.535777,0.642,12017,801,118.3323625,23.225
2834,Kentucky_Marion,-85.269,37.5522,6.518977,0.41,5,1,0.02,0.540407,0.574,19314,898,146.7329398,23.399988
3864,Kentucky_Marshall,-88.328,36.8801,49.748144,0.34,5,1,0,0.644157,0.577,31163,881,123.9931971,23.749994
1255,Kentucky_Martin,-82.5125,37.7999,7.736314,0.795,4,1,0.3564,0.509231,0.604,11031,597,113.7702837,23.916681
2015,Kentucky_Mason,-83.8215,38.5947,21.02895,0.57,5,1,0.5,0.567039,0.584,17035,639,118.285882,21.899988
8223,Kentucky_McCracken,-88.7045,37.0535,183.286245,0.67,5,1,0.31,0.599824,0.564,65644,694,125.2665895,23.916681
2365,Kentucky_McCreary,-84.481,36.7387,24.694476,0.5662,4,1,0.2288,0.511724,0.677,17071,1117,138.5390428,23.450006
1108,Kentucky_McLean,-87.268,37.5302,18.355261,0.5641,4,1,0.2358,0.597858,0.602,9075,664,122.0936639,23.975
2542,Kentucky_Meade,-86.2103,37.9616,42.748032,0.5984,5,1,0.1567,0.472457,0.664,28616,840,88.83142298,23.716669
611,Kentucky_Menifee,-83.5999,37.9409,7.144496,0.7038,3,1,0.1414,0.615195,0.647,6502,533,93.97108582,22.699976
3173,Kentucky_Mercer,-84.8749,37.8147,20.668232,0.79,5,1,0,0.577598,0.55,21889,656,144.958655,23.699976
1327,Kentucky_Metcalfe,-85.6312,36.9946,4.328614,0.5801,4,1,0.19,0.577598,0.703,10058,754,131.9347783,22.890009
1572,Kentucky_Monroe,-85.716,36.7123,0.007531,0.52,4,1,0.21,0.587865,0.65,10549,860,149.0188643,23.500024
3533,Kentucky_Montgomery,-83.9145,38.0325,25.956169,0.67,5,1,0.01,0.523945,0.61,28186,515,125.3459164,22.450006
2495,Kentucky_Morgan,-83.2556,37.9247,21.25004,0.47,4,1,0,0.516661,0.619,13142,994,189.849338,22.85
4043,Kentucky_Muhlenberg,-87.1463,37.2143,10.983771,0.84,5,1,0,0.583792,0.604,30457,1242,132.7445251,24.399988
6206,Kentucky_Nelson,-85.4657,37.8034,18.220763,0.76,5,1,0.14,0.501651,0.538,46450,1098,133.606028,23.930017
704,Kentucky_Nicholas,-84.0189,38.3334,3.305204,0.6792,3,1,0.1611,0.549497,0.582,7234,510,97.31821952,22.450006
3139,Kentucky_Ohio,-86.8537,37.4775,8.553288,0.36,5,1,0.05,0.57341,0.694,23899,1544,131.3444077,23.749994
8560,Kentucky_Oldham,-85.4482,38.3979,44.334357,0.45,5,1,0,0.437763,0.504,66999,509,127.7631009,23.149988
974,Kentucky_Owen,-84.824,38.5168,7.102767,0.6806,3,1,0.2238,0.567039,0.696,11017,917,88.40882273,22.950006
616,Kentucky_Owsley,-83.6881,37.4282,1.385804,0.7147,3,1,0.1814,0.581739,0.66,4331,514,142.2304318,23.483331
1334,Kentucky_Pendleton,-84.356,38.6961,14.516262,0.758,4,1,0.1975,0.519104,0.639,14586,730,91.45756205,22.500024
3625,Kentucky_Perry,-83.2292,37.2502,61.970027,0.83,5,1,0.46,0.528723,0.539,25456,887,142.402577,23.883325
7499,Kentucky_Pike,-82.3949,37.4709,51.586152,0.62,5,1,0.44,0.564891,0.604,57057,2043,131.4299735,24.249994
1598,Kentucky_Powell,-83.8255,37.8322,36.796632,0.669,5,1,0.1727,0.514201,0.584,12218,467,130.7906368,23.249994
7885,Kentucky_Pulaski,-84.5763,37.1047,60.669098,0.46,5,1,0.53,0.585834,0.625,65530,1753,120.326568,23.000024
254,Kentucky_Robertson,-84.0506,38.5192,0.502851,0.6914,3,0,0.1647,0.652764,0.683,2136,259,118.9138577,22.725
2010,Kentucky_Rockcastle,-84.3118,37.3664,55.911791,0.45,5,1,0.1,0.564891,0.706,16750,825,120,23.950006
2624,Kentucky_Rowan,-83.4209,38.1948,10.78179,0.75,5,1,0.47,0.466894,0.596,24682,741,106.3122924,21.916681
2219,Kentucky_Russell,-85.0607,36.9931,21.234388,0.52,5,1,0,0.601781,0.634,17998,733,123.2914768,23.35
6214,Kentucky_Scott,-84.5817,38.2962,219.625822,0.84,5,1,0.47,0.412699,0.486,58470,739,106.2767231,22.749994
5627,Kentucky_Shelby,-85.1942,38.2148,34.470689,0.52,5,1,0.36,0.509231,0.585,49611,999,113.4224265,23.249994
2454,Kentucky_Simpson,-86.5805,36.7406,14.747664,0.76,5,1,0,0.538099,0.582,18635,612,131.6876845,23.85
